metric_key,label,sbr_mean,sbr_sd,rand_mean,rand_sd,n_queries,delta_sbr_minus_rand,paired_t_pvalue,wilcoxon_pvalue,cohens_d
qrel_mean,Mean qrel rel.,1.4952830188679245,0.7280284329125977,0.38457954810156064,0.3229576140176025,53,1.110703470766364,6.323467867483166e-19,2.3855245883987435e-10,1.8857581878148246
colbert_pct,ColBERT \%ile,88.28854583571565,3.7882758193549466,40.40404040404039,7.173423427042874e-15,53,47.88450543167525,2.9358931752985354e-59,2.376898808054729e-10,12.640184536465153
simcse_to_top4,SimCSE$\to$top-4,0.8324102347939268,0.05211640820760458,0.7404996338678965,0.060707087709821306,53,0.09191060092603026,1.2724081171070256e-20,2.386484752546066e-10,2.0707309878095126
