variant,alpha,ndcg10,ndcg1,ndcg3,ndcg5,ndcg30,ndcg50,ndcg100
V1_PASSAGE_SELECTION,3.8,0.6243964414078258,0.6761006289308177,0.67892279144407,0.6589876668722212,0.5377061595523236,0.48034514623464847,0.39020869601701813
V1_PASSAGE_SELECTION,3.9,0.6227906908104615,0.6761006289308177,0.67892279144407,0.6595797305615688,0.5382112008137566,0.48010802183523693,0.3901402449923128
V1_PASSAGE_SELECTION,4.0,0.6232990358788242,0.6761006289308177,0.6811713729467136,0.6595544618307986,0.5381347100992228,0.4802957282405764,0.39029236734763495
V1_PASSAGE_SELECTION,4.1,0.6241713925511627,0.6761006289308177,0.6815578040659241,0.6581833675356603,0.5381405565471881,0.48006081841662257,0.39032130572505297
V1_PASSAGE_SELECTION,4.2,0.6240295696051419,0.6761006289308177,0.6823306663043455,0.6595671247791055,0.5386569906622382,0.48024863124575984,0.39048502403590596
V1_PASSAGE_SELECTION,4.3,0.6261874903122108,0.6949685534591197,0.6838056356133626,0.6617392488476762,0.5392677188761646,0.48051691359744414,0.3908693404072031
V1_PASSAGE_SELECTION,4.4,0.6260638671902617,0.6949685534591197,0.6838056356133626,0.6617392488476762,0.5393381361489493,0.48042214967188934,0.39081049726925515
V1_PASSAGE_SELECTION,4.5,0.625517224826146,0.6949685534591197,0.6830327733749413,0.6614611198715481,0.5398331831155114,0.4801128277239592,0.3907555125086649
V1_PASSAGE_SELECTION,4.6,0.6258410352801307,0.6949685534591197,0.6848256685009598,0.6616507682659792,0.5402116336053779,0.48030352406955007,0.39078054402474166
V1_PASSAGE_SELECTION,4.7,0.6250846078196234,0.6949685534591197,0.6848256685009598,0.6612768494652154,0.5394626391416968,0.4802969465200083,0.39067989159185335
V1_PASSAGE_SELECTION,4.8,0.6247109048058684,0.6949685534591197,0.6848256685009598,0.6613703291654064,0.5386398233340645,0.4801695202493019,0.390667087936659
V1_PASSAGE_SELECTION,4.9,0.6243223304488847,0.6949685534591197,0.6870392473972936,0.6599417598205413,0.5390945202118089,0.4801265719408064,0.3906441234884615
V1_PASSAGE_SELECTION,5.0,0.6243056593621457,0.6949685534591197,0.6870392473972936,0.658435806688036,0.5390889000298765,0.48002433195755184,0.3906354273154467
V2_OPEN_DOC_only,0.0,0.581789193606207,0.6069182389937108,0.6315001535196871,0.6127231080628212,0.5157182401688561,0.46337441293608456,0.37935116511385936
V2_OPEN_DOC_only,0.1,0.5829064953001998,0.6069182389937108,0.6315001535196871,0.6138107385357608,0.5183089358909526,0.464642097752457,0.3799259841038173
V2_OPEN_DOC_only,0.2,0.58174386279679,0.6069182389937108,0.6300244342554646,0.6136628658766785,0.5210290304484719,0.46597410544801576,0.38040163727754944
V2_OPEN_DOC_only,0.3,0.584051215471245,0.6069182389937108,0.6300244342554646,0.612425082126562,0.5237928136977873,0.4674383368570022,0.3809107138406709
V2_OPEN_DOC_only,0.4,0.5868206935353427,0.6069182389937108,0.6300244342554646,0.6128924806275169,0.5255474875861692,0.46863276086031014,0.3815186451634131
V2_OPEN_DOC_only,0.5,0.5881341657966812,0.6069182389937108,0.6300244342554646,0.613811149494452,0.5271679147606599,0.4701353934706856,0.38204477021321054
V2_OPEN_DOC_only,0.6,0.588589865604438,0.6069182389937108,0.6284235010052219,0.614556064923244,0.5277725225958412,0.4713147319564122,0.38248133370810283
V2_OPEN_DOC_only,0.7,0.5895536207248476,0.6069182389937108,0.631374939533667,0.6150387696417908,0.5288008268576717,0.47214284446828575,0.3829580865185259
V2_OPEN_DOC_only,0.8,0.5905092969800625,0.6069182389937108,0.631374939533667,0.6151322493419817,0.5303400741362069,0.4729411882594515,0.38325638999085376
V2_OPEN_DOC_only,0.9,0.5921991479127573,0.6069182389937108,0.6350642376942233,0.6188536331574573,0.5322289665077664,0.4735408427901172,0.3835717826394368
V2_OPEN_DOC_only,1.0,0.5935310871804773,0.6194968553459121,0.6416699717769145,0.6227418256125221,0.5335400604646545,0.4751055196776405,0.38440555206308463
