variant,alpha_mean,alpha_sd,alpha_min,alpha_max,ndcg10,ndcg30,ndcg1,ndcg100,ndcg3,ndcg5,ndcg50
A2,2.8673469387755106,0.06845106053570778,2.7448979591836737,2.8979591836734695,0.6236186157833793,0.5344499256434618,0.6949685534591196,0.3899389558645425,0.6848949237583745,0.6611140329030291,0.4785770958352436
A3,2.94,0.779743547584717,2.4,4.1,0.6049009702880086,0.5237815108439874,0.6069182389937108,0.3828552477550914,0.6503138767318367,0.6378368517520603,0.46845112720450505
